frame,r11,r12,r13,r21,r22,r23,r31,r32,r33,tx,ty,tz
frame_147,0.9998625400264959,-0.0004473370169832576,0.016574104541630733,0.0004436108073538614,0.9999998754992854,0.0002284969698323902,-0.016574204693295742,-0.00022111310874836458,0.9998626139864305,-0.999649712918125,-0.012845567329789807,-0.023139638343892984
frame_148,0.9998457788606707,-0.0009056473477115252,0.01753848047524279,0.0009023082491275217,0.9999995732585292,0.00019829922643139396,-0.017538652580014302,-0.00018244352888876944,0.9998461693580849,-0.9993916413396198,-0.010238075558237207,-0.03333960151778519
frame_149,0.9945802421362683,-0.0008604034569408558,0.10396827236255066,0.0030965573714072936,0.9997672983634256,-0.021348546918765688,-0.10392571041185047,0.021554786683900314,0.9943514659748856,-0.9760231305492589,0.19944806420741712,0.08717406906149604
frame_150,0.9997861646542892,-0.0007555541362585481,0.020665287411842887,0.0007505072824611145,0.9999996866240719,0.00025197336506337895,-0.020665471315357585,-0.0002364100355550029,0.9997864183942533,-0.9997905323017684,-0.01126033510939547,-0.01709082715877102
frame_151,0.9999249998679656,-0.0003380439176881656,0.012242563675901898,0.0003377412926940343,0.9999999426066477,2.6786565671972816e-05,-0.01224257202829573,-2.2649737394641356e-05,0.9999250566503077,-0.9999099301376505,-0.0039040982291067635,0.012840935679944189
frame_152,0.9920393058035032,0.021099506376825557,-0.12414840543300484,0.02108994525518329,-0.9997766141759759,-0.0013913863429720077,-0.12415003000417206,-0.001237973132314424,-0.9922626857201106,0.9980389660537557,0.010742831931764412,-0.06166695874158249
frame_153,0.9998206529795463,-0.00037475535507953007,0.018934662235625826,0.0003714328734347105,0.9999999150005695,0.0001789873580949866,-0.018934727702661254,-0.0001719223012438724,0.9998207071918186,-0.9999660948680532,-0.008068959499605548,-0.0016434740428066142
frame_154,0.9998575729263609,-0.0004241909113662113,0.016871690012483582,0.0004201114614687043,0.9999998816582675,0.00024533611865443206,-0.016871792085210318,-0.0002382131858004108,0.9998576328089472,-0.9998698208627209,-0.015161594521670102,-0.005519726398182662
frame_155,0.9227386395968309,0.014902174302492242,-0.3851380638109506,0.014847819316669807,-0.9998849121064256,-0.003115253354929422,-0.3851401631309429,-0.002843895740708255,-0.9228537083419488,0.9801861609583135,0.007877394535330486,-0.19792179395189874
frame_156,0.9999475623871722,-0.0004336313467242067,0.010231541418950581,0.0004339533055230792,0.9999999054145594,-2.9247239141344137e-05,-0.01023152776867603,3.368571670538408e-05,0.9999476559824477,0.9999630604985423,-0.001473794028376862,0.008467914120414722
